epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
118,248.101,0.58586,0.47144,0.89599,0.86452,0.91667,0.9024,0.75427,0.72407,0.63015,1.08912,0.00102337,0.00102337,0.00102337
119,250.32,0.54096,0.41024,0.85749,0.87583,0.91667,0.90315,0.77013,0.74709,0.66648,1.10748,0.00101787,0.00101787,0.00101787
120,252.041,0.51371,0.40988,0.9108,0.9889,0.88821,0.91925,0.77588,0.7247,0.58292,1.08915,0.00101237,0.00101237,0.00101237
121,253.745,0.53877,0.43474,0.87416,0.9889,0.88821,0.91925,0.77588,0.7247,0.58292,1.08915,0.00100687,0.00100687,0.00100687
122,255.47,0.56936,0.49051,0.87921,0.96941,0.91667,0.92051,0.78884,0.75612,0.55631,1.0993,0.00100137,0.00100137,0.00100137
123,257.139,0.55179,0.4495,0.85101,0.95054,0.91667,0.92229,0.77734,0.7775,0.5558,1.09658,0.000995866,0.000995866,0.000995866
124,258.801,0.58386,0.39799,0.86721,0.94737,0.91667,0.9235,0.76975,0.7777,0.51881,1.09448,0.000990365,0.000990365,0.000990365
125,260.618,0.56971,0.43436,0.87712,0.94737,0.91667,0.9235,0.76975,0.7777,0.51881,1.09448,0.000984864,0.000984864,0.000984864
126,262.852,0.55903,0.54462,0.87026,0.96774,0.91271,0.91943,0.75428,0.77523,0.52588,1.09974,0.000979362,0.000979362,0.000979362
127,264.611,0.64144,0.51516,0.90656,0.97587,0.91667,0.921,0.76793,0.72108,0.55154,1.07663,0.000973861,0.000973861,0.000973861
128,266.314,0.52218,0.41045,0.87217,0.96884,0.91667,0.92037,0.79368,0.66816,0.51059,1.05666,0.00096836,0.00096836,0.00096836
129,267.969,0.54739,0.4424,0.86003,0.96884,0.91667,0.92037,0.79368,0.66816,0.51059,1.05666,0.000962859,0.000962859,0.000962859
130,269.727,0.50968,0.40619,0.82063,0.96073,0.91667,0.92023,0.79648,0.65663,0.49112,1.05375,0.000957358,0.000957358,0.000957358
131,271.389,0.63608,0.44372,0.94144,0.95159,0.91667,0.91953,0.79462,0.66569,0.48878,1.06013,0.000951857,0.000951857,0.000951857
132,273.156,0.59262,0.47476,0.90399,0.95775,0.91667,0.92067,0.78981,0.66509,0.48487,1.04624,0.000946356,0.000946356,0.000946356
133,275.437,0.52675,0.44243,0.86567,0.95775,0.91667,0.92067,0.78981,0.66509,0.48487,1.04624,0.000940855,0.000940855,0.000940855
134,277.216,0.59541,0.41916,0.88524,0.95722,0.91667,0.92037,0.78388,0.66928,0.51033,1.05128,0.000935354,0.000935354,0.000935354
135,278.899,0.55262,0.38825,0.8686,0.95555,0.91667,0.921,0.77537,0.66504,0.5269,1.03745,0.000929853,0.000929853,0.000929853
136,280.642,0.60318,0.4858,0.88068,0.98751,0.91162,0.92118,0.75593,0.68221,0.57654,1.04028,0.000924352,0.000924352,0.000924352
137,282.465,0.54987,0.40363,0.82715,0.98751,0.91162,0.92118,0.75593,0.68221,0.57654,1.04028,0.00091885,0.00091885,0.00091885
138,284.17,0.52938,0.40041,0.86574,0.92612,0.84524,0.90322,0.74514,0.71152,0.59698,1.04313,0.000913349,0.000913349,0.000913349
139,286.004,0.51509,0.44197,0.88485,0.85743,0.84946,0.90209,0.74018,0.71975,0.62139,1.04869,0.000907848,0.000907848,0.000907848
140,288.233,0.5363,0.45182,0.88863,0.9368,0.84524,0.90209,0.73788,0.70239,0.62193,1.04573,0.000902347,0.000902347,0.000902347
141,289.952,0.48224,0.49309,0.8877,0.9368,0.84524,0.90209,0.73788,0.70239,0.62193,1.04573,0.000896846,0.000896846,0.000896846
142,291.674,0.54593,0.45639,0.87368,0.94073,0.84524,0.90213,0.74181,0.68861,0.60522,1.05914,0.000891345,0.000891345,0.000891345
143,293.38,0.52399,0.42339,0.85864,0.95073,0.84524,0.9022,0.74679,0.68796,0.61553,1.0771,0.000885844,0.000885844,0.000885844
144,295.112,0.47376,0.38693,0.83888,0.95822,0.84524,0.90309,0.75632,0.7032,0.64447,1.09759,0.000880343,0.000880343,0.000880343
145,296.835,0.54981,0.44828,0.83204,0.95822,0.84524,0.90309,0.75632,0.7032,0.64447,1.09759,0.000874842,0.000874842,0.000874842
146,298.652,0.53109,0.36146,0.83753,0.9354,0.84524,0.90388,0.76204,0.702,0.70275,1.10193,0.00086934,0.00086934,0.00086934
147,300.894,0.56717,0.44752,0.88786,0.92841,0.84524,0.9024,0.74677,0.655,0.75104,1.09152,0.000863839,0.000863839,0.000863839
148,302.734,0.48147,0.42939,0.86404,0.92013,0.84524,0.90284,0.75601,0.63115,0.74515,1.07329,0.000858338,0.000858338,0.000858338
149,304.417,0.50542,0.43693,0.8856,0.92013,0.84524,0.90284,0.75601,0.63115,0.74515,1.07329,0.000852837,0.000852837,0.000852837
150,306.16,0.57364,0.36161,0.86439,0.91252,0.84524,0.90279,0.76344,0.63838,0.72867,1.08027,0.000847336,0.000847336,0.000847336
151,307.865,0.55127,0.4319,0.81889,0.85051,0.84842,0.90302,0.74824,0.66092,0.70658,1.09194,0.000841835,0.000841835,0.000841835
152,309.542,0.56426,0.4499,0.88508,0.94578,0.84524,0.90378,0.7568,0.6845,0.65184,1.09041,0.000836334,0.000836334,0.000836334
153,311.185,0.46923,0.39348,0.85146,0.94578,0.84524,0.90378,0.7568,0.6845,0.65184,1.09041,0.000830833,0.000830833,0.000830833
154,313.477,0.48279,0.42197,0.84117,0.942,0.84524,0.90481,0.7675,0.69353,0.57555,1.08168,0.000825332,0.000825332,0.000825332
155,315.266,0.51799,0.40428,0.88389,0.95166,0.84383,0.90563,0.77284,0.68834,0.49389,1.08233,0.000819831,0.000819831,0.000819831
156,316.965,0.50191,0.41292,0.85095,0.94754,0.84524,0.90563,0.77298,0.69236,0.46235,1.07837,0.000814329,0.000814329,0.000814329
157,318.679,0.53343,0.41913,0.86317,0.94754,0.84524,0.90563,0.77298,0.69236,0.46235,1.07837,0.000808828,0.000808828,0.000808828
158,320.419,0.59348,0.47616,0.92884,0.96448,0.89613,0.92118,0.78872,0.68063,0.43439,1.06833,0.000803327,0.000803327,0.000803327
159,322.114,0.52919,0.39586,0.84452,0.89318,0.91667,0.92118,0.76879,0.69064,0.41986,1.07422,0.000797826,0.000797826,0.000797826
160,323.818,0.4756,0.43062,0.8479,0.88005,0.91667,0.91986,0.77971,0.78071,0.42689,1.15247,0.000792325,0.000792325,0.000792325
161,326.063,0.44842,0.39064,0.85648,0.88005,0.91667,0.91986,0.77971,0.78071,0.42689,1.15247,0.000786824,0.000786824,0.000786824
162,327.897,0.52436,0.40931,0.87925,0.84505,0.91667,0.91878,0.77524,0.79508,0.47004,1.16982,0.000781323,0.000781323,0.000781323
163,329.614,0.53171,0.42098,0.88429,0.84081,0.91667,0.89423,0.74915,0.69612,0.49499,1.08804,0.000775822,0.000775822,0.000775822
164,331.322,0.50098,0.41736,0.85786,0.84144,0.91667,0.87857,0.72749,0.69635,0.50864,1.07769,0.000770321,0.000770321,0.000770321
165,333.027,0.48088,0.42532,0.86143,0.84144,0.91667,0.87857,0.72749,0.69635,0.50864,1.07769,0.00076482,0.00076482,0.00076482
